 ra|dec|name|proper_motion_ra|proper_motion_ra_unc|proper_motion_dec|proper_motion_dec_unc|publication_id|V_tan|V_tan_unc|source_id
 226.72646|+13.35167|2MASSW J1506544+132106 |-1.0870| 0.0130| 0.0140| 0.0110|210| 71.0| 6.0|778
 226.86584|-20.01200|2MASS J15072779-2000431| 0.1040| 0.0030|-0.0710| 0.0020|202| 13.6||776
 226.94863|-16.46114|2MASSW J1507476-162738 |-0.1610| 0.0020|-0.8885| 0.0006|215| 31.4| 0.1|775
 227.57012| -2.68549|2MASS J15101685-0241078|-0.4050| 0.0120| 0.0240| 0.0060|241| 32.0| 2.7|710
 227.69840|-28.30648|2MASS J15104761-2818234| 0.1000| 0.2000| 0.1000| 0.2000|225| 14.0|15.0|708
 227.69939|-28.30483|2MASS J15104786-2818174|-0.1000| 0.1800| 0.0000| 0.3000|236|9.0|16.0|708
 227.81110| +6.12866|SDSS J151114.66+060742.9 |-0.2520| 0.0210|-0.2560| 0.0210|219| 30.0| 5.0|1421
 228.13870|-10.54484|2MASS J15123329-1032414|-0.0400| 0.0200|-0.0370| 0.0190|209|6.0| 2.0|
 228.16922|+34.06391|2MASS J15124058+3403501| 0.2280| 0.0100|-0.0100| 0.0120|219| 44.0|12.0|588
 228.75354|+48.79481|2MASSW J1515008+484742 |-0.9500| 0.0210| 1.4710| 0.0210|210| 89.0| 8.0|53
 228.77531|+44.61341|SDSS J151506.11+443648.3 | 0.0750| 0.0190|-0.0200| 0.0270|219|9.0| 5.0|
 229.01263| +2.99146|SDSS J151603.03+025928.9 |-0.0480| 0.0220|-0.1740| 0.0220|219| 22.0| 3.0|1422
 229.17934|+30.89564|SDSS J151643.01+305344.4 |-0.1320| 0.0210| 0.0040| 0.0240|219| 14.0| 3.0|1423
 230.00919|-44.37837|2MASS J15200224-4422419A |-0.6300| 0.0300|-0.3700| 0.0200|206| 66.0| 5.0|
 230.00919|-44.37837|2MASS J15200224-4422419B |-0.6300| 0.0300|-0.3700| 0.0200|206| 66.0| 7.0|
 230.16557|+35.77251|SDSS J152039.82+354619.8 | 0.2790| 0.0230|-0.3860| 0.0280|219| 32.0| 4.0|261
 230.25434|+50.88963|2MASS J15210103+5053230| 0.0700| 0.0600|-0.2100| 0.0800|236| 17.0| 7.0|132
 230.26364| +1.52849|SDSS J152103.24+013142.7 |-0.2120| 0.0190| 0.0840| 0.0170|210| 26.0| 3.0|1407
 230.77745|-23.79781|2MASS J15230657-2347526| 0.1590| 0.0130| 0.3080| 0.0120|222| 36.0| 3.0|
 230.84429|+30.24895|Gl 584C| 0.1258| 0.0006|-0.1765| 0.0008|234| 19.1| 1.2|
 231.38052|+58.18126|SDSS J152531.32+581053.1 | 0.0640| 0.0150| 0.0440| 0.0280|219| 14.0| 6.0|
 231.55839|+20.72792|2MASSI J1526140+204341 |-0.2070| 0.0180|-0.3620| 0.0190|219| 35.0| 6.0|353
 232.78700| +6.01978|ULAS J153108.89+060111.1 | 0.0280| 0.0250|-0.0480| 0.0250|219| 20.0|10.0|
 232.80602|+16.69118|2MASS J15311344+1641282|-0.0760| 0.0250| 0.0400| 0.0260|219| 21.0| 8.0|494
 233.57128|+16.26285|SDSS J153417.05+161546.1AB |-0.0660| 0.0200|-0.0520| 0.0210|219| 14.0| 4.0|1585
 233.70771|-29.87438|2MASSI J1534498-295227 | 0.0959| 0.0008|-0.2510| 0.0020|243| 17.3| 0.4|1426
 233.72192|+12.33041|SDSS J153453.33+121949.2 | 0.1770| 0.0200|-0.0400| 0.0210|219| 25.0|15.0|
 233.73722|-14.31365|2MASS J15345704-1418486|-0.9150| 0.0030|-0.3110| 0.0010|202| 50.8||501
 234.60072|-19.88658|2MASS J15382417-1953116| 0.0320| 0.0190|-0.0610| 0.0200|219|7.0| 3.0|366
 234.83902|+65.04345|2MASS J15392137+6502364|-0.0380| 0.0110| 0.0380| 0.0250|219|8.0| 4.0|365
 234.92468| -5.34520|DENIS-P J153941.96-052042.4| 0.5990| 0.0140| 0.1170| 0.0150|210| 43.0| 4.0|364
 234.93505|+74.62426|2MASS J15394442+7437273|-0.0400| 0.0800| 0.0600| 0.0900|236|6.0| 9.0|363
 235.03927|+37.70881|SDSS J154009.36+374230.3 |-0.2050| 0.0160|-0.3820| 0.0200|219| 41.0|10.0|
 236.28743|+35.92423|SDSS J154508.93+355527.3 |-0.1830| 0.0160| 0.0630| 0.0200|219| 28.0| 5.0|
 236.52250|+37.82940|2MASS J15460540+3749458|-0.0200| 0.0190|-0.1200| 0.0190|229| 11.0| 2.0|860
 236.61331|-33.41967|2MASSI J1546291-332511 | 0.1210| 0.0020| 0.1900| 0.0020|243| 12.1| 0.4|1464
 236.86346| +3.61002|SDSS J154727.23+033636.3 |-0.0630| 0.0130| 0.0520| 0.0170|210| 22.0| 4.0|
 236.94660|-24.39705|2MASS J15474719-2423493|-0.1330| 0.0150|-0.1220| 0.0160|210| 24.0| 4.0|83
 237.20459|+17.37661|SDSS J154849.02+172235.4 |-0.2770| 0.0190|-0.1090| 0.0190|219| 46.0| 9.0|
 237.24298|-16.60055|2MASS J15485834-1636018|-0.2100| 0.0160|-0.1070| 0.0170|219| 23.0| 4.0|
 237.30036|-35.65109|GQ Lup B |-0.0270| 0.0030|-0.0140| 0.0010|239| 20.0| 4.0|
 237.53524|+14.92163|2MASS J15500845+1455180| 0.1050| 0.0190|-0.1270| 0.0130|210| 24.0| 4.0|531
 237.77750|+64.95131|2MASS J15510662+6457047|-0.2200| 0.0190| 0.0100| 0.0190|229| 23.0| 3.0|371
 237.96821| +9.68745|2MASS J15515237+0941148|-0.0700| 0.0220|-0.0500| 0.0220|219| 26.0| 8.0|84
 238.24609|+29.81347|2MASSW J1552591+294849 |-0.1570| 0.0200|-0.0510| 0.0200|210| 16.0| 2.0|80
 238.25928|+15.54367|2MASSI J1553022+153236 |-0.4020| 0.0170| 0.1710| 0.0160|210| 25.0| 4.0|129
 238.33268|+14.00940|2MASS J15531993+1400337|-0.6590| 0.0190| 0.0720| 0.0190|229| 64.0| 5.0|
 238.33922|+21.15205|2MASSW J1553214+210907 |-0.0450| 0.0150| 0.1140| 0.0160|219| 19.0| 4.0|
 238.81576| -9.93503|2MASSW J1555157-095605 | 0.9500| 0.0150|-0.7670| 0.0150|219| 75.0| 5.0|1376
 238.85894| +0.28900|SDSS J155526.15+001720.6 |-0.2340| 0.0180|-0.0410| 0.0180|210| 50.0| 5.0|
 240.02283|+17.14245|2MASSI J1600054+170832 |-0.0090| 0.0150| 0.0150| 0.0210|210|5.0| 6.0|
 241.61100|+68.62412|2MASS J16062665+6837268|-0.0830| 0.0080| 0.0430| 0.0230|219| 15.0| 5.0|338
 241.88013| -4.70263|2MASS J16073123-0442091| 0.0280| 0.0020|-0.4610| 0.0290|217| 31.0| 3.0|431
 242.62056| -0.68165|LSR 1610-0040|-1.2500| 0.0600|-1.1800| 0.0600|247|111.0||
 243.58534| +0.77872|SDSS J161420.50+004643.6 |-0.0570| 0.0210|-0.0310| 0.0210|210| 19.0| 6.0|
 243.76729|+13.66877|2MASS J16150413+1340079| 0.3150| 0.0330|-0.3620| 0.0380|232| 30.0| 5.0|1430
 243.92686| +5.77779|2MASS J16154245+0546400| 0.1100| 0.0600|-0.1200| 0.0700|236| 15.0| 6.0|474
 243.93399|+35.98323|2MASSW J1615441+355900 |-0.0170| 0.0120|-0.5120| 0.0150|210| 58.0| 5.0|479
 244.11034|+22.31643|SDSS J161626.46+221859.2 |-0.0730| 0.0180| 0.0210| 0.0190|219| 20.0|15.0|
 244.38198|+40.31669|SDSS J161731.65+401859.7 |-0.0380| 0.0140|-0.1320| 0.0190|219| 39.0| 9.0|
 244.68760|-13.35826|2MASS J16184503-1321297|-0.1010| 0.0150|-0.0620| 0.0150|210| 18.0| 3.0|480
 244.86791| +0.83662|SDSS J161928.31+005011.9 | 0.0740| 0.0160|-0.0880| 0.0170|210| 14.0| 2.0|
 245.10896| -4.27541|GJ 618.1B|-0.4170| 0.0020|-0.0230| 0.0020|234| 60.1| 4.8|
 245.21318|+32.62560|SDSS J162051.17+323732.1 | 0.0150| 0.0110|-0.0330| 0.0140|219|7.0| 3.0|
 245.73051|+11.98994|SDSS J162255.27+115924.1 |-0.1280| 0.0250|-0.0120| 0.0260|219| 26.0|15.0|
 246.05976| +0.48772|SDSSp J162414.37+002915.6|-0.3730| 0.0020|-0.0090| 0.0020|243| 19.5| 0.3|596
 246.58392|+39.42206|2MASS 1626+3925|-1.3500| 0.1000| 0.2400| 0.1000|247|120.0||
 246.86615|+81.08548|2MASS J16272794+8105075|-0.2090| 0.0190| 0.3380| 0.0190|229| 39.0| 3.0|
 247.16102|+23.13969|SDSS J162838.77+230821.1 | 0.4970| 0.0200|-0.4610| 0.0210|219| 45.0|12.0|1469
 247.59563| +8.30615|SDSS J163022.92+081822.0 |-0.0830| 0.0180|-0.0840| 0.0190|219| 10.0| 2.0|
 247.62726|+43.73422|SDSS J163030.53+434404.0 |-0.1380| 0.0200| 0.0520| 0.0280|219| 18.0| 9.0|
 247.67247| +9.64573|2MASS J16304139+0938446|-0.0640| 0.0150|-0.0560| 0.0140|210| 17.0| 4.0|228
 247.70830| +0.85029|SDSS J163050.01+005101.3 |-0.0800| 0.0150|-0.1390| 0.0180|210| 48.0| 6.0|
 248.12152|+19.07793|2MASSW J1632291+190441 | 0.2930| 0.0010|-0.0540| 0.0010|215| 21.5| 0.7|304
 248.49716| -6.68204|SDSS J163359.23-064056.5 |-0.2320| 0.0150|-0.1950| 0.0150|219| 40.0| 4.0|
 248.82991|+42.38480|2MASS J16351919+4223053|-0.0730| 0.0190|-0.0100| 0.0190|229|8.0| 2.0|
 250.13270|+12.51836|2MASS 1640+1231|-0.7500| 0.0600|-0.3300| 0.0600|247|292.0||
 251.34195|+30.06863|2MASS J16452207+3004071|-0.0650| 0.0190|-0.0650| 0.0220|219| 14.0| 4.0|681
 251.34205|-13.33116|2MASSW J1645221-131951 |-0.3640| 0.0180|-0.8040| 0.0160|210| 48.0| 4.0|
 252.26745| +4.74919|2MASS J16490419+0444571| 0.0540| 0.0230| 0.0830| 0.0230|219| 11.0| 3.0|496
 253.37374|+62.52678|SDSS J165329.69+623136.5 | 0.0310| 0.0160|-0.0240| 0.0350|219|6.0| 4.0|311
 254.07854|+28.58489|2MASSI J1656188+283506 | 0.0110| 0.0270|-0.0270| 0.0310|219|7.0| 8.0|
 254.39393|+10.90648|2MASS J16573454+1054233|-0.0840| 0.0170|-0.0610| 0.0210|210| 11.0| 2.0|242
 254.51586|+70.45043|2MASSW J1658037+702701 |-0.1468| 0.0007|-0.3133| 0.0009|215| 30.4| 0.4|
 256.45145| -5.27952|DENIS-P J170548.38-051645.7| 0.1290| 0.0140|-0.1030| 0.0150|210|9.0| 1.0|246
 256.82622|+64.65920|2MASS J17071830+6439331| 0.2260| 0.0190|-0.0910| 0.0190|229| 19.0| 2.0|667
 256.84764| -5.97358|2MASS J17072343-0558249B | 0.1000| 0.0080| 0.0030| 0.0050|222|7.0| 1.0|
 256.88887|+43.02511|2MASSI J1707333+430130 |-0.2000| 0.0220|-0.0220| 0.0140|210| 25.0| 3.0|347
 257.80633|+23.44256|2MASS J17111353+2326333|-0.0530| 0.0110|-0.0360| 0.0160|210| 11.0| 3.0|420
 257.94056|+22.53455|2MASSI J1711457+223204 | 0.0310| 0.0070|-0.0050| 0.0040|244|4.5| 1.2|
 257.94651|+23.52522|SDSS J171147.17+233130.5 | 0.0100| 0.0170|-0.0850| 0.0180|219| 27.0|16.0|
 259.30873|+65.43946|SDSS J171714.10+652622.2 | 0.1590| 0.0070|-0.0920| 0.0160|219| 21.0| 4.0|
 260.26520|+33.73806|2MASSI J1721039+334415 |-1.8540| 0.0170| 0.6020| 0.0170|210|144.0|13.0|118
 260.68467|+63.49638|SDSS J172244.32+632946.8 | 0.0130| 0.0120|-0.0380| 0.0270|219| 10.0| 7.0|532
 261.50027|+15.63858|2MASSI J1726000+153819 |-0.0310| 0.0130|-0.0480| 0.0140|210| 13.0| 3.0|840
 262.04794|+39.81646|2MASSW J1728114+394859 | 0.0370| 0.0060|-0.0260| 0.0050|244|5.1| 0.9|418
 262.09238|+58.75266|SDSS J172822.19+584509.9 | 0.0240| 0.0130| 0.1020| 0.0120|210| 38.0| 5.0|
 262.75588|+53.17996|SDSS J173101.41+531047.9 | 0.0640| 0.0110| 0.1620| 0.0180|219| 26.0|14.0|
 262.87392|+27.35649|2MASS J17312974+2721233|-0.0820| 0.0150|-0.2400| 0.0170|210| 14.0| 1.0|10
 263.32890|+46.56636|2MASS J17331893+4633593| 0.0440| 0.0190|-0.2570| 0.0190|229| 26.0| 2.0|680
 263.42616|-16.91391|DENIS-P J1733423-165449| 0.0810| 0.0110|-0.0480| 0.0140|235| 10.0| 2.0|
 263.80398|+26.57989|2MASS J17351296+2634475| 0.1900| 0.0800|-0.3200| 0.0900|236| 19.0| 6.0|12
 265.92286|+21.45195|2MASSW J1743415+212707 | 0.1590| 0.0180| 0.2330| 0.0190|219| 63.0|11.0|
 266.39447|-16.68166|DENIS-P J1745346-164053| 0.1160| 0.0990|-0.1110| 0.0950|235| 15.0|13.0|106
 266.54994|+50.56767|2MASS J17461199+5034036| 0.2580| 0.0180| 0.0250| 0.0280|219| 25.0| 5.0|245
 267.55378|+44.40126|2MASS J17501291+4424043|-0.0180| 0.0190| 0.1510| 0.0190|229| 22.0| 5.0|
 267.59935|+42.37707|SDSS J175024.01+422237.8 |-0.0440| 0.0160| 0.0950| 0.0140|210| 11.0| 2.0|1434
 267.60340| -0.27081|2MASS J17502484-0016151|-0.4400| 0.0430| 0.2180| 0.0410|222| 20.0| 3.0|1478
 267.63725|+17.98452|SDSSp J175032.96+175903.9| 0.1780| 0.0070| 0.1000| 0.0050|244| 26.7| 3.5|219
 268.43825|-65.99883|2MASS J17534518-6559559| 0.0100| 0.1500|-0.3600| 0.0900|236| 27.0| 9.0|381
 269.23415|-48.08601|DENIS-P J1756561-480509| 0.0780| 0.0080| 0.0500| 0.0090|235| 10.0| 1.0|
 269.31413|+70.70036|2MASS J17571539+7042011| 0.0100| 0.0400| 0.3400| 0.0900|236| 20.0| 6.0|176
 269.52273|+46.55301|SDSS J175805.46+463311.9 | 0.0260| 0.0150| 0.5940| 0.0160|210| 34.0| 4.0|1436
 271.81637|+50.25879|2MASSI J1807159+501531 | 0.0350| 0.0190|-0.1260| 0.0140|210|9.0| 1.0|788
 276.54588|+30.23859|2MASS J18261131+3014201|-2.2800| 0.0100|-0.6840| 0.0100|228|132.0| 9.0|
 277.14875|-48.81799|2MASS J18283572-4849046| 0.2500| 0.0700| 0.2100| 0.0700|205| 17.0| 4.0|1437
 278.90787|+32.99812|2MASS J18353790+3259545|-0.0750| 0.0100|-0.7430| 0.0100|228| 22.0| 2.0|82
 280.28591|+31.29110|2MASSW J1841086+311727 | 0.0590| 0.0030| 0.0420| 0.0030|244| 14.6| 1.4|623
 280.84218|+40.67259|2MASS J18432213+4040209|-0.1187| 0.0004| 0.5940| 0.0004|233| 40.6| 0.5|452
 281.27018|-63.96340|SCR 1845-6357B | 2.5920| 0.0020| 0.6170| 0.0030|223| 48.7| 0.2|
 281.27189|-63.96326|2MASS J18450541-6357475| 2.5920| 0.0020| 0.6170| 0.0030|223| 48.7| 0.2|
 281.32868|+38.89019|2MASS J18451889+3853248| 0.2200| 0.0900| 0.3400| 0.1000|236| 32.0| 8.0|621
 285.27497|+47.30363|2MASS J19010601+4718136|-0.1100| 0.0200|-0.3600| 0.0200|205| 27.0| 4.0|1438
 287.28422|-19.62995|DENIS-P J1909081-193748| 0.0540| 0.0150| 0.1480| 0.0300|235| 24.0| 6.0|
 289.24002| +5.15046|2MASS J19165762+0509021|-0.5760| 0.0130|-1.3630| 0.0150|242| 43.7| 1.1|
 292.21648|-43.94038|2MASS J19285196-4356256| 0.0660| 0.0120|-0.2730| 0.0160|219| 27.0| 3.0|322
 292.42080|-43.17677|SSSPM 1930-4311|-0.0190| 0.0110|-0.8650| 0.0080|247|301.0||
 294.00782|-55.04231|2MASS J19360187-5502322| 0.1690| 0.0090|-0.2980| 0.0160|219| 27.0| 5.0|104
 299.06422|-17.90698|2MASS J19561542-1754252|-0.1570| 0.0150| 0.0930| 0.0150|222| 29.0| 3.0|478
 300.20183|-75.38524|2MASS J20004841-7523070|-0.2200| 0.0600|-0.2600| 0.0600|236| 29.0| 7.0|475
 300.71134| -5.36459|2MASS J20025073-0521524|-0.0980| 0.0130|-0.1050| 0.0140|210| 11.0| 1.0|852
 301.02596|+17.06996|Gl 779B, HR 7672B|-0.3941| 0.0006|-0.4064| 0.0006|234| 47.4| 0.6|
 301.22395|-14.27306|2MASS J20045369-1416231| 0.5340| 0.0180| 0.0560| 0.0170|209| 70.0| 7.0|
 303.51497|-20.27275|2MASS J20140359-2016217| 0.0250| 0.0110|-0.1240| 0.0120|209| 12.0| 2.0|834
 304.86224|-25.04562|2MASS J20192695-2502441|-0.1300| 0.0200|-0.0900| 0.0200|209| 24.0| 4.0|792
 306.56602|-29.72025|2MASS J20261584-2943124| 0.0430| 0.0190|-0.3480| 0.0150|210| 60.0| 8.0|335
 307.08478| +0.87403|SDSS J202820.32+005226.5 | 0.1140| 0.0140| 0.0070| 0.0150|210| 11.0| 2.0|837
 308.65705| +8.45030|2MASS J20343769+0827009|-0.0770| 0.0150|-0.4680| 0.0150|210| 51.0| 5.0|
 309.01318|+10.85821|2MASS J20360316+1051295|-0.1150| 0.0140|-0.1680| 0.0140|210| 17.0| 2.0|619
 309.08986|+51.00149|LSR 2036+5059| 1.0400| |-0.2000| |247| 90.0||
 309.27979|-11.63261|2MASS J20370715-1137569|-0.0100| 0.1100|-0.4100| 0.0600|236| 33.0| 5.0|
 309.80477|-11.44812|2MASS J20391314-1126531| 0.0640| 0.0110|-0.1050| 0.0110|209| 20.0| 2.0|836
 310.42849|-35.11232|2MASS J20414283-3506442| 0.0630| 0.0100|-0.1200| 0.0120|219| 21.0| 4.0|193
 311.25989|-63.53514|2MASS J20450238-6332066| 0.0970| 0.0080|-0.2010| 0.0170|217| 18.0| 2.0|224
 311.88237| -8.13898|2MASS J20473176-0808201| 0.1000| 0.3000|-0.2000| 0.3000|209| 41.0|55.0|97
 312.33225|-19.74244|2MASS J20491972-1944324| 0.1930| 0.0190|-0.2600| 0.0190|229| 37.0| 4.0|
 313.64938|+15.31787|2MASSI J2054358+151904 |-0.0450| 0.0180|-0.0820| 0.0180|210| 33.0| 8.0|
 314.31406|+17.25426|2MASSI J2057153+171515 | 0.0900| 0.0160| 0.0660| 0.0150|210| 31.0| 5.0|
 314.47538| -2.87508|2MASSI J2057540-025230 | 0.0100| 0.0200|-0.0800| 0.0200|236|6.0| 2.0|697
 315.31432|+17.94962|2MASSW J2101154+175658 | 0.1440| 0.0030|-0.1510| 0.0030|244| 32.8| 3.8|2029
 316.06233|-10.62701|2MASSI J2104149-103736 | 0.6140| 0.0160|-0.2810| 0.0150|210| 55.0| 5.0|698
 316.88201| -3.12603|2MASSI J2107316-030733 | 0.1700| 0.0180|-0.0100| 0.0130|210| 25.0| 3.0|74
 316.97539|-45.73511|2MASS J21075409-4544064| 0.1070| 0.0140|-0.0270| 0.0200|219| 23.0| 4.0|802
 319.74580|+26.22948|HD 203030B | 0.1330| 0.0010| 0.0092| 0.0008|234| 25.8| 1.1|
 321.05776| +0.99992|SDSS J212413.89+010000.3 | 0.2020| 0.0140| 0.2870| 0.0140|210| 29.0| 4.0|1442
 322.68606| -8.75570|2MASSW J2130446-084520 | 0.3600| 0.0130|-0.0310| 0.0140|210| 43.0| 3.0|869
 323.04769|+13.69941|2MASS J21321145+1341584|-0.0550| 0.0090|-0.3950| 0.0090|237| 53.0| 8.0|795
 323.16816|+10.49706|SDSS J213240.36+102949.4 | 0.1200| 0.0180|-0.0070| 0.0190|219| 25.0| 6.0|
 323.46975|+10.31140|SDSS J213352.72+101841.0 |-0.0080| 0.0120|-0.0940| 0.0120|219| 25.0| 5.0|
 324.29352|+14.84654|2MASS J21371044+1450475|-0.1380| 0.0140|-0.1220| 0.0170|210| 20.0| 2.0|277
 324.40582| +8.14618|2MASS J21373742+0808463| 0.7050| 0.0210| 0.1020| 0.0190|210| 74.0|15.0|820
 324.86143| +2.33959|2MASS J21392676+0220226| 0.5070| 0.0220| 0.1230| 0.0220|219| 27.0| 1.0|585
 325.12212|+16.42171|2MASS J21402931+1625183|-0.0080| 0.0190|-0.1020| 0.0190|229| 12.0| 3.0|81
 325.19393| +1.21652|SDSS J214046.55+011259.7 |-0.0780| 0.0200|-0.1640| 0.0220|210| 38.0| 6.0|382
 325.52419|-31.02120|2MASS J21420580-3101162| 0.0600| 0.0120|-0.0950| 0.0140|219| 23.0| 3.0|883
 326.11871|+14.76877|HN Peg B | 0.2300| 0.0040|-0.1110| 0.0030|234| 22.1| 1.5|
 327.06793|+40.06645|2MASS J21481633+4003594| 0.7700| 0.0180| 0.4560| 0.0240|219| 30.0| 5.0|19
 327.56569|-75.34348|2MASS J21501592-7520367| 0.9800| 0.0480|-0.2810| 0.0140|216|125.0|18.0|462
 327.85609|-24.68334|2MASS J21512543-2441000| 0.2780| 0.0140|-0.0210| 0.0150|219| 55.0| 6.0|314
 327.91002|-48.89841|2MASS J21513839-4853542| 0.5200| 0.0700|-0.2200| 0.0400|218| 47.0| 8.0|1444
 328.10864| +9.63260|2MASS J21522609+0937575| 0.2940| 0.0190| 0.1700| 0.0170|210| 39.0| 8.0|458
 328.60398|-10.38393|2MASS J21542494-1023022| 0.1930| 0.0120| 0.0370| 0.0120|219| 30.0| 4.0|1382
 328.63823|+59.70517|2MASS J21543318+5942187|-0.1820| 0.0090|-0.4450| 0.0170|219| 23.0| 3.0|1446
 329.45432|-55.57833|2MASS J21574904-5534420| 0.0430| 0.0110|-0.0120| 0.0190|219|5.0| 1.0|466
 329.51903|-15.83605|2MASS J21580457-1550098| 0.0700| 0.0110|-0.0330| 0.0150|210|9.0| 2.0|69
 330.00841|-30.64243|2MASS J22000201-3038327| 0.3000| 0.1000|-0.1000| 0.1000|225| 44.0|17.0|
 330.00840|-30.64242|DENIS-P J220002.05-303832.9B | 0.2100| 0.0480|-0.0640| 0.0210|222| 37.0| 9.0|
 331.04403|-56.78276|eps Indi Ba| 3.9760| 0.0130|-2.5000| 0.0140|247| 80.9| 2.0|
 331.04403|-56.78276|eps Indi Bb| 3.9760| 0.0130|-2.5000| 0.0140|247| 80.9| 2.0|
 331.59501|-20.78496|2MASS J22062280-2047058| 0.0190| 0.0070|-0.0310| 0.0050|212|4.5| 0.6|
 331.68746|-42.28917|2MASSW J2206450-421721 | 0.1110| 0.0130|-0.1820| 0.0180|219| 45.0| 5.0|757
 332.05687|+29.35597|2MASSW J2208136+292121 | 0.1110| 0.0140|-0.0110| 0.0140|210| 27.0| 4.0|15
 333.02927|+34.50978|2MASS J22120703+3430351| 0.1600| 0.0230|-0.2320| 0.0280|219| 41.0|15.0|724
 333.43715|-21.60222|2MASS J22134491-2136079| 0.0600| 0.0110|-0.0630| 0.0170|210| 22.0| 5.0|443
 333.71137|-13.33317|2MASS J22145070-1319590| 0.2550| 0.0150|-0.2630| 0.0150|209| 55.0| 6.0|
 336.18269| -1.98143|2MASSW J2224438-015852 | 0.4570| 0.0020|-0.8710| 0.0010|215| 52.9| 0.7|441
 336.68501|-75.06181|2MASS J22264440-7503425| 0.0480| 0.0190| 0.0140| 0.0190|229|4.0| 2.0|93
 337.12039|-43.17404|2MASS J22282889-4310262| 0.0300| 0.0800|-0.3100| 0.0300|208| 15.0| 2.0|1384
 338.95459|+18.67497|2MASS J22354905+1840298| 0.3260| 0.0190| 0.0420| 0.0190|229| 34.0| 5.0|586
 339.38563|+39.37761|2MASS J22373255+3922398| 0.0220| 0.0020|-0.3410| 0.0020|234| 30.6| 1.1|175
 339.53107|+43.88826|2MASSI J2238074+435317 | 0.3240| 0.0120|-0.1320| 0.0160|219| 36.0| 3.0|173
 340.72169|+25.71590|2MASS J22425317+2542573| 0.4090| 0.0150|-0.0450| 0.0160|210| 52.0| 5.0|
 340.82067|-59.53900|2MASS J22431696-5932206|-0.0160| 0.0240|-0.2430| 0.0230|222| 34.0| 5.0|495
 341.13212|+20.72856|2MASSW J2244316+204343 | 0.2520| 0.0140|-0.2140| 0.0110|210| 30.0| 3.0|367
 342.47270| +0.73461|SDSSp J224953.45+004404.2| 0.0750| 0.0180| 0.0260| 0.0180|219| 21.0| 5.0|14
 343.00628|-18.26644|2MASS J22520151-1815594| 0.0810| 0.0150|-0.3820| 0.0160|209| 52.0| 4.0|
 343.04477|-17.50370|DENIS-P J225210.73-173013.4| 0.4050| 0.0200| 0.1540| 0.0200|210| 28.0| 7.0|622
 343.57887|+31.39725|2MASSI J2254188+312349 | 0.0680| 0.0150| 0.2010| 0.0110|210| 14.0| 2.0|767
 343.71642|-28.67370|2MASSI J2254519-284025 | 0.0080| 0.0190| 0.0520| 0.0300|210|7.0| 4.0|754
 343.82753|-57.21823|2MASS J22551861-5713056|-0.2160| 0.0110|-0.2600| 0.0200|219| 20.0| 2.0|233
 343.87112| -0.57602|SDSSp J225529.09-003433.4|-0.0360| 0.0010|-0.1760| 0.0030|244| 53.0| 9.0|
 344.80782| -0.86615|SDSS J225913.88-005158.2 | 0.0840| 0.0170| 0.0680| 0.0170|210| 33.0| 6.0|
 346.62233| -5.04142|2MASS J23062928-0502285| 0.9220| 0.0020|-0.4720| 0.0030|212| 59.5| 1.9|137
 347.57693|-17.98594|SSSPM J2310-1759 | 0.0240| 0.0170|-0.2460| 0.0130|231| 40.0| 5.0|301
 350.30233|-13.44119|2MASS J23211254-1326282| 0.5500| 0.0360|-0.1710| 0.0360|222| 87.0| 8.0|
 350.69531|-31.55647|2MASS J23224684-3133231|-0.2100| 0.0170|-0.5190| 0.0200|219| 62.0| 8.0|434
 351.43875|+42.86346|2MASS J23254530+4251488| 0.0000| 0.2200|-0.2800| 0.1000|236| 19.0| 7.0|55
 352.01912|-10.64590|SDSS J232804.58-103845.7 |-0.0100| 0.0150|-0.0370| 0.0150|219| 12.0| 5.0|
 352.59416| -3.78857|2MASS J23302258-0347189| 0.2320| 0.0170| 0.0320| 0.0140|210| 35.0| 5.0|421
 352.75684| -4.10544|2MASS J23310161-0406193| 0.4010| 0.0190|-0.2310| 0.0190|229| 58.0| 3.0|3
 352.84060|-27.83043|2MASS J23312174-2749500| 0.0770| 0.0020| 0.7600| 0.0010|212| 52.4| 1.6|
 352.84905|-47.30760|2MASS J23312378-4718274| 0.1040| 0.0130|-0.0490| 0.0190|219|7.0| 1.0|1448
 353.66422|+19.55107|2MASS J23343945+1933041|-0.2360| 0.0190|-0.1170| 0.0190|229| 26.0| 3.0|423
 354.18308|+21.89411|2MASS J23364395+2153388| 0.3790| 0.0190| 0.0240| 0.0190|229| 46.0| 6.0|427
 354.31221| -8.63566|2MASS J23371491-0838084| 0.2480| 0.0190| 0.0170| 0.0190|229| 24.0| 3.0|673
 354.79263|+13.87475|2MASSI J2339101+135230 | 0.3000| 0.1500|-0.7700| 0.1200|204| 73.0|13.0|1449
 356.02601| -7.55785|2MASS J23440624-0733282| 0.0210| 0.0170|-0.0510| 0.0080|210|5.0| 1.0|259
 356.41261| +0.92048|2MASS J23453903+0055137| 0.1010| 0.0190|-0.0340| 0.0140|210| 13.0| 2.0|525
 356.69170|+11.48596|2MASS J23464599+1129094|-0.4000| 0.0700|-0.0700| 0.0600|236| 36.0| 7.0|209
 356.72811|-31.89824|2MASS J23465471-3153532| 0.4600| 0.0300|-0.4580| 0.0300|216| 83.0| 9.0|49
 356.90353|+27.03524|2MASS J23473680+2702068| 0.3130| 0.0190| 0.0330| 0.0190|229| 33.0| 3.0|
